id,title,genres,vote_average,release_date,tags,overview
230266,Miss Julie,Drama,5.9,2014-09-07,"over the course of a midsummer night in fermanagh in 1890, an unsettled daughter of the anglo-irish aristocracy encourages her father's valet to seduce her. drama love triangle love irish valet woman director 19th century love is a foolish game","Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her."
16633,Somewhere in Time,Science Fiction Drama Fantasy Romance,7.2,1980-10-02,"young writer, richard collier is met on the opening night of his first play by an old lady who begs him to, ""come back to me."" mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. they fall in love, a matching that is not appreciated by her manager. can their love outlast the immense problems caused by their 'time"" difference, and can richard remain in a time that is not his? science fiction drama fantasy romance time travel playwright 1910s beyond fantasy. beyond obsession. beyond time itself... he will find her.","Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his?"
63006,Dum Maaro Dum,Drama Action Crime Foreign,5.4,2011-04-22,"we hurtle into the bylanes, beach shacks and raves of goa with lorry as his life spirals out of control, with joki as he tries to redeem the past and with kamath as he goes no-holds-barred after the mysterious shadow figure behind it all... punctuated with a soundtrack that moves from pulsating dance tracks to haunting konkani songs, shot right in the midst of the teeming international tourist hotspots, dum maaro dum takes you on a dramatic, thrilling trip filled with twists, turns, suspense... and a shocking finale! drama action crime foreign goa drug bust rave party goa. paradise on earth. but every paradise has a few snakes.","We hurtle into the bylanes, beach shacks and raves of Goa with Lorry as his life spirals out of control, with Joki as he tries to redeem the past and with Kamath as he goes no-holds-barred after the mysterious shadow figure behind it all... Punctuated with a soundtrack that moves from pulsating dance tracks to haunting Konkani songs, shot right in the midst of the teeming international tourist hotspots, Dum Maaro Dum takes you on a dramatic, thrilling trip filled with twists, turns, suspense... and a shocking finale!"
91586,Insidious: Chapter 2,Horror Thriller,6.5,2013-09-12,the haunted lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world. horror thriller haunted house possession demon family ghost bride in black it will take what you love most.,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.
215,Saw II,Horror,6.3,2005-10-28,"when a new murder victim is discovered with all the signs of jigsaw's hand, detective eric matthews begins a full investigation and apprehends jigsaw with little effort. but for jigsaw, getting caught is just another part of his plan. eight more of his victims are already fighting for their lives and now it's time for matthews to join the game... horror riddle serial killer oh yes... there will be blood.","When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game..."
333371,10 Cloverfield Lane,Thriller Science Fiction Drama,6.8,2016-03-10,"after a car accident, michelle awakens to find herself in a mysterious bunker with two men named howard and emmett. howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. she has been given the information that there has been an alien attack and the outside world is poisoned. however, howard and emmett's intentions soon become questionable and michelle is faced with a question: is it better in here or out there? thriller science fiction drama kidnapping bunker paranoia basement survivalist apocalypse car accident captive monsters come in many forms.","After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?"
9012,Jackass: The Movie,Documentary Comedy,6.1,2002-10-21,"johnny knoxville and his crazy friends appear on the big screen for the very first time in jackass: the movie. they wander around japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving live alligators, and so on. while johnny knoxvile and his pals put their life at risk, they are entertaining people at the same time. get ready for jackass: the movie!! documentary comedy disgust pain stunts music video stuntman stupidity shocking do not attempt this at home.","Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!"
345911,Lights Out,Horror Thriller,6.3,2016-07-21,"when rebecca left home, she thought she left her childhood fears behind. growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. a frightening entity with a mysterious attachment to their mother, sophie, has reemerged. horror thriller suicide darkness basement based on short story fear of the dark ghost ","When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged."
72571,Paranormal Activity 3,Horror,5.9,2011-10-19,"in 1988, evil begins to terrorize young sisters katie and kristi for the first time when an invisible entity resides in their home. horror witch sister sister relationship sequel prequel haunting found footage it runs in the family","In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home."
242512,Ouija,Horror,4.9,2014-10-24,a group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board. horror death of a friend swimming pool ouija ouija board teenager based on board game ghost spiritualism supernatural horror keep telling yourself it's just a game,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.
10072,A Nightmare on Elm Street 3: Dream Warriors,Horror Thriller,6.5,1987-02-27,"it's been many years since freddy krueger's first victim, nancy, came face-to-face with freddy and his sadistic, evil ways. now, nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. too bad freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide. horror thriller group therapy nightmare hypnosis trapped alcoholic mental illness catholicism disfigurement sleepwalking mental hospital psychotherapist dreams if you think you're ready for freddy, think again!","It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide."
211954,Instructions Not Included,Comedy Drama,7.5,2013-07-20,"valentin is acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of mexico. comedy drama bachelor vespa life doesn't care if you're ready.","Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico."
82990,Paranormal Activity 4,Horror,5.2,2012-10-17,"it has been five years since the disappearance of katie and hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in. horror garage poltergeist webcam imaginary friend bathtub tricycle found footage laptop computer videotape evil child levitation aftercreditsstinger neighbor neighbor relationship adopted child it's closer than you think","It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in."
29912,The Robe,Drama,6.4,1953-09-16,"marcellus is a tribune in the time of christ. he is in charge of the group that is assigned to crucify jesus. drunk, he wins jesus' homespun robe after the crucifixion. he is tormented by nightmares and delusions after the event. hoping to find a way to live with what he has done, and still not believing in jesus, he returns to palestine to try and learn what he can of the man he killed. drama crucifixion ancient rome the first motion picture in cinemascope--the modern miracle you see without glasses!","Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed."
11843,The Return of the Pink Panther,Comedy,6.7,1975-05-21,the famous pink panther jewel has once again been stolen and inspector clouseau is called in to catch the thief. the inspector is convinced that 'the phantom' has returned and utilises all of his resources – himself and his asian manservant – to reveal the identity of 'the phantom'. comedy robbery diamant côte d'azur inspector panther ,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.
11284,Freddy's Dead: The Final Nightmare,Horror Thriller Comedy,5.1,1991-09-05,"just when you thought it was safe to sleep, freddy krueger returns in this sixth installment of the nightmare on elm street films, as psychologist maggie burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. their quest for answers leads to a certain house on elm street -- where the nightmares become reality. horror thriller comedy amnesia nightmare alternate dimension psychologist memory loss youth killer disfigurement duringcreditsstinger woman director halfway house dreams memories they saved the best for last.","Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality."
504,Monster,Crime Drama,7.0,2003-11-16,aileen wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes america's first female serial killer. crime drama female nudity prostitute rape sexual abuse desperation death penalty motel job interview based on true story murder betrayal serial killer poverty prostitution heartbreak mental illness woman director ugly the first female serial killer of america,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.
173,"20,000 Leagues Under the Sea",Adventure Drama Science Fiction,6.8,1954-12-23,"a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the nautilus, commanded by captain nemo. adventure drama science fiction diving ocean submarine jules verne captain atlantis deep sea war ship diving suit harpoon ship war scuba diving underwater scuba captain nemo giant  squid the mightiest motion picture of them all!","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."
227348,Paranormal Activity: The Marked Ones,Horror Thriller,5.2,2014-01-01,"seventeen-year-old jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul. horror thriller supernatural demon found footage you're one of us now.","Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul."
1955,The Elephant Man,Drama History,7.9,1980-10-02,"a victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. based on the true story of joseph merrick (called john merrick in the film), a severely deformed man in 19th century london. drama history exploitation biography hospital curiosity sideshow disfigurement physical deformity freak 19th century dignity i am not an animal! i am a human being! i... am... a man!","A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London."
152532,Dallas Buyers Club,Drama History,7.9,2013-09-07,"loosely based on the true-life tale of ron woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with hiv/aids and given thirty days to live. drama history women aids biography based on true story hiv drug 1980s sometimes it takes a hustler to change the world","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live."
243940,The Lazarus Effect,Thriller Horror,5.1,2015-01-29,"medical researcher frank, his fiancee zoe and their team have achieved the impossible: they have found a way to revive the dead. after a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. however, when their dean learns what they've done, he shuts them down. zoe is killed during an attempt to recreate the experiment, leading frank to test the process on her. zoe is revived -- but something evil is within her. thriller horror terror experiment afterlife paranormal violence death evil researcher possesion evil will rise.","Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her."
77,Memento,Mystery Thriller,8.1,2000-10-11,"suffering short-term memory loss after a head injury, leonard shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. to carry out his plan, shelby snaps polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. he even tattoos his own body in a desperate bid to remember. mystery thriller individual insulin tattoo waitress amnesia motel insurance salesman revenge memory loss polaroid flashback neo-noir some memories are best forgotten.","Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember."
157547,Oculus,Horror,6.3,2013-09-08,a woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon. horror hallucination supernatural mirror skepticism ghost you see what it wants you to see,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.
2295,Clerks II,Comedy,6.9,2006-05-25,"a calamity at dante and randall's shops sends them looking for new horizons - but they ultimately settle at mooby's, a fictional disney-mcdonald's-style fast-food empire. comedy independent film aftercreditsstinger duringcreditsstinger with no power comes no responsibility","A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire."
71,Billy Elliot,Drama Comedy Music,7.4,2000-05-18,"set against the background of the 1984 miner's strike, billy elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. he faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes! drama comedy music workers' quarter dancing class strike northern england scholarship ballet inside every one of us is a special talent waiting to come out. the trick is finding it.","Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!"
147773,The Way Way Back,Comedy Drama,7.1,2013-06-06,"over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers. comedy drama shyness beach bicycle conversation friendship step father vacation job neighbor summer teenager water park awkwardness we've all been there.","Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers."
16096,House Party 2,Comedy,4.7,1991-10-23,kid'n'play leave their neighborhood and enter the world of adulthood and higher education. play attempts to get rich quick in the music business while kid faces the challenges of college. comedy  ,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.
24266,The Man from Snowy River,Family Drama Action Western Romance,6.8,1982-03-02,"jim craig has lived his first 18 years in the mountains of australia on his father's farm. the death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. kirk douglas plays two roles as twin brothers who haven't spoken for years, one of whom was jim's father's best friend and the other of whom is the father of the girl he wants to marry. family drama action western romance regret river horse ranch australia brumby brumbies colt stockman clancy of the overflow the story of a boy suddenly alone in the world. the men who challenge him. and the girl who helps him become a man.","Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry."
16508,Doug's 1st Movie,Animation Family Comedy,5.4,1999-03-26,doug and his pal skeeter set's out to find the monster of lucky duck lake. though things get really out of hand when some one blurts out that the monster is real. animation family comedy journalism dance daydream friendship pollution cartoon number in title kids and family valentine you'll dig doug!,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.
2895,The Apostle,Drama,6.1,1997-10-09,"after his happy life spins out of control, a preacher from texas changes his name, goes to louisiana and starts preaching on the radio. drama christianity coma jealousy radio station texas apostle minister louisiana forgiveness independent film preacher the hardest soul to save was his own.","After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio."
15660,Mommie Dearest,Drama,6.5,1981-09-18,"in this biographical film, glamorous yet lonely star joan crawford takes in two orphans, and at first their unconventional family seems happy. but after joan's attempts at romantic fulfillment go sour and she is fired from her contract with mgm studios, her callous and abusive behavior towards her daughter christina becomes even more pronounced. christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her. drama ax biography sociopath lawyer mansion docudrama perfection adopted child the meanest mother of them all","In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her."
59968,Our Idiot Brother,Comedy Drama,5.9,2011-08-26,"everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. for sisters liz, miranda and natalie, that person is their perennially upbeat brother ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. as liz, miranda and natalie each take a turn at housing ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. but as each of their lives begins to unravel, ned's family comes to realize that maybe, in believing and trusting the people around him, ned isn't such an idiot after all. comedy drama brother sister relationship sister sister relationship family clan idealist duringcreditsstinger everybody has one","Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all."
323677,Race,Action Drama,7.1,2016-02-19,"based on the incredible true story of jesse owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 olympics, where he faces off against adolf hitler's vision of aryan supremacy. starring stephan james, jason sudeikis, jeremy irons, carice van houten and william hurt - race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an olympic legend. action drama olympic games biography sport historical figure nazi germany racism african american track and field the incredible true story of gold medal champion jesse owens","Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend."
19848,The Players Club,Drama,6.4,1998-04-08,"young single mother diana struggles to provide for her child and pay for her college education. she ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. at the players club, however, diana faces danger and heartbreak. drama strip club stripper dominatrix cat fight here, we get down and dirty.","Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak."
256274,"As Above, So Below",Horror Thriller,6.1,2014-08-14,"when a team of explorers ventures into the catacombs that lie beneath the streets of paris, they uncover the dark secret that lies within this city of the dead. horror thriller paris treasure catacombs scientist singing in a car archaeologist loss of friend subjective camera found footage thick accent female archeologist burning car philosopher's stone french accent rapping in a car the only way out is down.","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
235271,Addicted,Drama Thriller,5.4,2014-10-10,a gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life. drama thriller infidelity obsession lie sin interracial relationship cheating wife lust attraction deceit temptation hipersexualidad faithful husband every woman needs an escape,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.
45153,Eve's Bayou,Drama,6.1,1997-09-07,"the story is set in 1962 louisiana. the big batiste family is headed by charming doctor louis. though he is married to beautiful roz, he has a weakness for attractive women patients. one day louis is flirting with married and sexy metty mereaux, not knowing that he is observed by his youngest idealistic daughter eve, who is there by accident. eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister cisely. lies start to roll... drama sister sister relationship menstruation superstition independent film curse mother daughter relationship tavern aunt niece relationship father daughter relationship all black cast woman director the secrets that hold us together can also tear us apart.","The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll..."
284293,Still Alice,Drama,7.5,2014-12-05,"alice howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. when she receives a devastating diagnosis, alice and her family find their bonds tested. drama mother professor illness ","Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested."
24973,The Egyptian,History Drama,6.0,1954-08-25,"in eighteenth-dynasty egypt, sinuhe, a poor orphan, becomes a brilliant physician and with his friend horemheb is appointed to the service of the new pharoah. sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. as sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth. history drama egypt to nefer, shameless temptress of babylon, he surrendered his parents' hope of immortality!","In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth."
21610,Nighthawks,Action Crime Thriller,6.4,1981-03-17,an international terrorist has new york in a grip of panic and it's up to det. sgt. deke dasilva to take him down. action crime thriller  a terrorist holds new york in a grip of fear - and only stallone can take him on.,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.
10283,Friday the 13th Part VIII: Jason Takes Manhattan,Horror Thriller,4.8,1989-07-28,"the big apple's in big trouble, as indestructible psycho-fiend jason vorhees hits the road to new york city. after a shocking return from beyond the grave, the diabolical jason ships out abroad a teen-filled ""love boat"" bound for new york, which he soon transforms into the ultimate voyage of the damned. then one of his terrified victims escapes into the nightmarish maze of manhattan's subways and sewers, only to confront jason one final time. horror thriller new york boat mask psychopath high school sewerage times square serial killer teenager jason vorhees the big apple's in big trouble!","The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time."
8346,My Big Fat Greek Wedding,Comedy Drama Romance,6.2,2002-02-22,a young greek woman falls in love with a non-greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity. comedy drama romance usa parents kids relationship greece culture clash midlife crisis restaurant bad mother-in-law mother-in-law parents-in-law son-in-law father-in-law patriarch bad father-in-law greek wedding family xenophobia love is here to stay... so is her family.,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
122081,Spring Breakers,Drama Crime,5.0,2013-01-24,"after four college girls rob a restaurant to fund their spring break in florida, they get entangled with a weird dude with his own criminal agenda. drama crime female nudity sex florida drug dealer nudity female friendship party art house drug spring break young adult a little sun can bring out your dark side.","After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda."
10987,Halloween: The Curse of Michael Myers,Horror Thriller,5.0,1995-09-29,"six years ago, michael myers terrorized the town of haddonfield, illinois. he and his niece, jamie lloyd, have disappeared. jamie was kidnapped by a bunch of evil druids who protect michael myers. and now, six years later, jamie has escaped after giving birth to michael's child. she runs to haddonfield to get dr. loomis to help her again. horror thriller mass murder nudity halloween attempt to escape cult psychopath escape agent murder escape slasher doctor niece death evil michael myers psychiatric murder hunt halloween night haddonfield is ready to celebrate halloween.... so is michael myers!","Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again."
1391,Y Tu Mamá También,Drama Romance,7.3,2001-06-08,"in mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other. drama romance mexico sex beach group sex male friendship road trip coming of age teenager lgbt new mexican cinema life has its ways of teaching. life has its ways to confuse us. life has its ways to move us. life has its ways to amaze. life has its ways to hurt us. life has its ways to heal. life has its ways to inspire.","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
747,Shaun of the Dead,Horror Comedy,7.5,2004-04-09,"shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. this gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary londoners. horror comedy record collection flower cheese pub surrey romantic comedy zombie english tv show in film cricket bat broken bottle survival horror british pub english pub you've got red on you a romantic comedy. with zombies.","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners."
14745,The Haunting of Molly Hartley,Drama Horror,4.3,2008-10-31,"when teenage molly hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. on the eve of her 18th birthday, molly is about to discover the truth of just who or what she is destined to become. drama horror  her past is yet to come.","When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become."
26748,Lone Star,Drama Mystery Romance,6.9,1996-06-21,"when the skeleton of his murdered predecessor is found, sheriff sam deeds unearths many other long-buried secrets in his texas border town. drama mystery romance sheriff family secrets neo-western dark secrets john sayles invites you to return to the scene of the crime.","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
11357,Halloween 4: The Return of Michael Myers,Horror Thriller,5.9,1988-10-21,"the legend of that creepy masked-man, michael myers, comes to life once again in this fourth installment of the successful horror franchise. this time, it's michael's niece, jamie, who can't seem to escape her crazy uncle. with michael on the loose, jamie enlists the help of good old dr. loomis to stop the murderer. this time, though, there seems to be no end to michael's madness. horror thriller sheriff scissors ambulance halloween twist knife sequel murder serial killer masked killer blood niece evil michael myers october horror has returned to haddonfield.","The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness."
24913,April Fool's Day,Horror Mystery,5.8,1986-03-27,"a group of eight college friends gather together at an island mansion belonging to heiress muffy st. john to celebrate their final year of school. they soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead. horror mystery island party murder teen movie slasher april fool's day holiday horror canuxploitation elimination derby college friends childish pranks turn into a bloody battle for survival!","A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead."
